"id","name","country_id"
"tax_group_iva_12","IVA","base.gt"
"tax_group_idp","IDP","base.gt"
"tax_group_isr","ISR","base.gt"
"tax_group_dai","DAI","base.gt"
"tax_group_otros","OTROS","base.gt"
"tax_group_iva_retenido","IVA RETENIDO","base.gt"
"tax_group_isr_retenido","ISR RETENIDO","base.gt"
"tax_group_tm","TASA MUNICIPAL","base.gt"
"tax_group_inguat","INGUAT","base.gt"
"tax_group_tdp","TIMBRE DE PRENSA","base.gt"
